Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	CD8	17	ENSG00000108384	rs2116450	-24374	0.157895	2.33479e-06	0.693453	0.132563
cis-independent	CD8	17	ENSG00000141699	rs11079015	-790466	0.710526	4.34444e-06	-0.482278	0.0952723
cis-independent	CD8	18	ENSG00000134779	rs12373339	-527	0.289474	1.0215e-11	-0.836625	0.0992202
cis-independent	CD8	19	ENSG00000186230	rs3746224	2842	0.578947	1.04544e-14	1.2259	0.119704
cis-independent	CD8	19	ENSG00000197020	rs7252798	-42329	0.440789	2.97894e-14	0.962618	0.096641
cis-independent	CD8	19	ENSG00000133265	rs10414721	-12961	0.460526	1.92782e-13	0.904786	0.0955826
cis-independent	CD8	19	ENSG00000108107	rs17700376	26	0.440789	1.9989e-11	-0.649335	0.0786221
cis-independent	CD8	19	ENSG00000175221	rs113862848	-28358	0.256579	3.25695e-11	1.05752	0.130023
cis-independent	CD8	19	ENSG00000125743	rs34399924	4891	0.177632	1.61037e-10	-0.904582	0.117127
cis-independent	CD8	19	ENSG00000189190	rs8101566	-5810	0.223684	2.03479e-10	-0.739161	0.0964571
cis-independent	CD8	19	ENSG00000183617	rs2302307	-1029	0.592105	7.31587e-10	0.606956	0.082745
cis-independent	CD8	19	ENSG00000197766	rs2288546	12003	0.157895	1.86374e-09	1.16539	0.164241
cis-independent	CD8	19	ENSG00000022556	rs35121332	22543	0.269737	1.90104e-09	0.938124	0.132307
cis-independent	CD8	19	ENSG00000174652	rs57747888	-744	0.578947	3.58902e-09	0.721715	0.104182
cis-independent	CD8	19	ENSG00000105270	rs62111387	100065	0.0921053	1.24904e-08	1.52553	0.23091
cis-independent	CD8	19	ENSG00000141994	rs2436493	-8444	0.236842	5.07409e-08	-0.89409	0.143194
cis-independent	CD8	19	ENSG00000096996	rs376008	-8177	0.296053	6.12198e-08	-0.633361	0.102236
cis-independent	CD8	19	ENSG00000105750	rs10424826	-145668	0.111842	2.56752e-07	1.2644	0.21725
cis-independent	CD8	19	ENSG00000170889	rs34929912	4544	0.407895	3.55286e-07	-0.568754	0.0991838
cis-independent	CD8	19	ENSG00000197134	rs60118865	17197	0.151316	4.09575e-07	1.14901	0.201696
cis-independent	CD8	19	ENSG00000105373	rs1064202	-392664	0.0789474	5.144e-07	-0.801687	0.142235
cis-independent	CD8	20	ENSG00000125534	rs72629024	400	0.164474	4.62133e-10	-1.22546	0.164426
cis-independent	CD8	20	ENSG00000214078	rs143646210	-52832	0.0592105	7.71152e-10	-1.66852	0.227885
cis-independent	CD8	20	ENSG00000089063	rs6084992	-28481	0.690789	3.36117e-09	0.745001	0.107283
cis-independent	CD8	20	ENSG00000078747	rs6059976	310609	0.467105	1.85108e-06	0.409706	0.0773924
cis-independent	CD8	21	ENSG00000160310	rs2070435	-93877	0.322368	2.68745e-16	0.975215	0.0867604
cis-independent	CD8	21	ENSG00000241945	rs2276530	-82426	0.144737	3.03556e-15	1.5406	0.145681
cis-independent	CD8	21	ENSG00000160305	rs2839301	69622	0.315789	5.80517e-15	1.04912	0.100881
cis-independent	CD8	21	ENSG00000160221	rs2276530	-108663	0.144737	1.41333e-11	1.36316	0.163287
cis-independent	CD8	21	ENSG00000160284	rs62215189	-396	0.177632	2.97779e-11	-1.04101	0.127631
cis-independent	CD8	21	ENSG00000160213	rs35285321	5712	0.322368	1.29696e-08	-0.910122	0.137962
cis-independent	CD8	21	ENSG00000160194	rs9975817	-71028	0.907895	4.7808e-08	1.38671	0.221541
cis-independent	CD8	21	ENSG00000182362	rs4819238	40625	0.855263	5.69362e-08	-1.22654	0.197385
cis-independent	CD8	21	ENSG00000156261	rs140173195	-66724	0.111842	5.75883e-07	0.624794	0.111443
cis-independent	CD8	21	ENSG00000142188	rs8132535	-18326	0.434211	7.3636e-07	-0.636245	0.114825
cis-independent	CD8	21	ENSG00000159259	rs2850048	-486776	0.842105	5.87056e-06	0.376999	0.0757105
cis-independent	CD8	21	ENSG00000160307	rs2070435	-63285	0.322368	9.48908e-06	0.672188	0.138689
cis-independent	CD8	21	ENSG00000159231	rs8134897	26672	0.901316	1.38196e-05	-0.950772	0.200506
cis-independent	CD8	22	ENSG00000183172	rs28605764	-7450	0.605263	1.90297e-15	0.891848	0.0833334
cis-independent	CD8	22	ENSG00000100325	rs67064044	-35813	0.513158	2.3198e-13	-1.00748	0.106982
cis-independent	CD8	22	ENSG00000100376	rs104664	7004	0.894737	2.52595e-12	-1.6983	0.193128
cis-independent	CD8	22	ENSG00000100299	rs11912237	-1706	0.0855263	9.20679e-09	-1.36662	0.204424
cis-independent	CD8	22	ENSG00000100109	rs12628373	-2133	0.144737	1.22358e-07	-0.833833	0.138637
cis-independent	CD8	X	ENSG00000078596	rs2056916	5119	0.414474	5.45758e-11	-0.778573	0.0973135
cis-independent	CD8	X	ENSG00000184905	rs150844988	-315165	0.197368	2.04846e-08	-0.829116	0.127971
cis-independent	CD8	X	ENSG00000166681	rs6523727	53758	0.75	3.76319e-08	0.456715	0.0722481
cis-independent	CD8	X	ENSG00000133142	rs421747	-11758	0.486842	2.88706e-07	0.557853	0.0963625
cis-independent	CD8	X	ENSG00000184515	rs5945732	355975	0.618421	1.3034e-06	-0.425824	0.0790276
cis-independent	CD8	X	ENSG00000198934	rs242490	-428286	0.730263	2.5654e-06	0.478575	0.0919347
cis-independent	CD8	X	ENSG00000102309	rs5958771	10003	0.217105	3.2798e-06	-0.486292	0.0946308
cis-independent	CD4	1	ENSG00000280670	rs781066	-22590	0.375	6.93808e-27	1.30952	0.0687369
cis-independent	CD4	1	ENSG00000134202	rs1332018	-167	0.539474	1.18758e-20	1.11712	0.0788264
cis-independent	CD4	1	ENSG00000130775	rs11247705	13217	0.401316	2.42099e-18	-1.01895	0.0810139
cis-independent	CD4	1	ENSG00000168765	rs3754450	-1590	0.335526	9.01653e-17	-1.29858	0.112482
cis-independent	CD4	1	ENSG00000070831	rs2473290	-20664	0.769737	2.82796e-16	-0.860451	0.0766468
cis-independent	CD4	1	ENSG00000173436	rs2792036	100904	0.184211	7.40176e-16	1.38939	0.126763
cis-independent	CD4	1	ENSG00000117226	rs12146148	-16643	0.309211	1.116e-15	-0.891338	0.0821665
cis-independent	CD4	1	ENSG00000116984	rs12407420	1442	0.210526	2.1096e-14	-0.981309	0.0976146
cis-independent	CD4	1	ENSG00000135778	rs57032387	-24851	0.177632	4.42411e-14	1.47373	0.149535
cis-independent	CD4	1	ENSG00000244038	rs75800060	-43730	0.407895	9.35208e-14	0.78735	0.0815323
cis-independent	CD4	1	ENSG00000171943	rs2319971	300208	0.335526	9.92331e-14	0.956847	0.0992452
cis-independent	CD4	1	ENSG00000116791	rs28857918	8117	0.723684	1.19938e-13	-1.02738	0.107117
cis-independent	CD4	1	ENSG00000273136	rs28868607	-377821	0.677632	9.37205e-13	0.949824	0.104934
cis-independent	CD4	1	ENSG00000213625	rs10493377	-7019	0.375	2.76567e-12	0.667911	0.0761579
cis-independent	CD4	1	ENSG00000215845	rs3766383	474	0.131579	1.32729e-11	-1.05776	0.126459
cis-independent	CD4	1	ENSG00000162620	rs2343864	36594	0.5	1.34643e-11	-0.974322	0.116535
cis-independent	CD4	1	ENSG00000142606	rs10752749	24734	0.381579	1.93142e-11	-0.928448	0.112297
cis-independent	CD4	1	ENSG00000142794	rs66732917	-17	0.493421	5.23854e-11	-0.942089	0.117597
cis-independent	CD4	1	ENSG00000168653	rs12043492	-34985	0.355263	6.95319e-11	-0.726454	0.0915104
cis-independent	CD4	1	ENSG00000157978	rs6688931	19574	0.565789	2.04025e-10	-0.596404	0.077835
cis-independent	CD4	1	ENSG00000097046	rs12717798	-1463	0.388158	4.00909e-10	-0.677797	0.0905015
cis-independent	CD4	1	ENSG00000142856	rs113627367	-61181	0.710526	4.70086e-10	-0.990264	0.132947
cis-independent	CD4	1	ENSG00000118197	rs12126676	-38216	0.414474	7.4365e-10	-0.610137	0.0832262
cis-independent	CD4	1	ENSG00000117597	rs9430018	-4776	0.572368	1.63388e-09	-0.523515	0.073431
cis-independent	CD4	1	ENSG00000162704	rs41439047	-38006	0.375	2.85112e-09	0.529354	0.0757678
cis-independent	CD4	1	ENSG00000117592	rs75964801	73742	0.309211	3.10923e-09	-0.815077	0.117037
cis-independent	CD4	1	ENSG00000116983	rs35002774	-17748	0.440789	1.65359e-08	0.833378	0.12754
cis-independent	CD4	1	ENSG00000182134	rs11586691	8702	0.5	1.94361e-08	0.583727	0.089908
cis-independent	CD4	1	ENSG00000127124	rs809173	235384	0.684211	2.47049e-08	-0.774926	0.120508
cis-independent	CD4	1	ENSG00000143198	rs10737515	-1012	0.480263	2.53555e-08	-0.793051	0.123456
cis-independent	CD4	1	ENSG00000064886	rs10857863	48400	0.447368	3.13329e-08	-0.838173	0.131603
cis-independent	CD4	1	ENSG00000160856	rs2210913	22470	0.480263	3.66074e-08	0.754688	0.11925
cis-independent	CD4	1	ENSG00000122481	rs2296308	10172	0.855263	4.03048e-08	-1.08605	0.172288
cis-independent	CD4	1	ENSG00000142684	rs71697047	30807	0.256579	5.17016e-08	0.624152	0.10004
cis-independent	CD4	1	ENSG00000142675	rs6664059	-3901	0.25	6.60932e-08	-0.900382	0.145807
cis-independent	CD4	1	ENSG00000143641	rs1872857	195041	0.263158	1.05844e-07	0.956083	0.157968
cis-independent	CD4	1	ENSG00000143537	rs41264285	10875	0.210526	1.14824e-07	-0.620558	0.102893
cis-independent	CD4	1	ENSG00000171806	rs12132222	-5267	0.0592105	1.3217e-07	-1.01907	0.170006
cis-independent	CD4	1	ENSG00000198771	rs2995081	-31029	0.638158	2.9337e-07	0.46243	0.0799377
cis-independent	CD4	1	ENSG00000085491	rs2840307	-14	0.315789	3.02011e-07	0.650505	0.112598
cis-independent	CD4	1	ENSG00000178028	rs12419	7194	0.289474	3.37819e-07	0.69192	0.120383
cis-independent	CD4	1	ENSG00000116489	rs6668533	-97960	0.256579	4.10455e-07	0.453013	0.0795293
cis-independent	CD4	1	ENSG00000184007	rs646689	-13059	0.0592105	4.1991e-07	1.14235	0.200759
cis-independent	CD4	1	ENSG00000203666	rs34304194	-3013	0.546053	4.78656e-07	-0.5771	0.102043
cis-independent	CD4	1	ENSG00000163875	rs555243887	-23896	0.0526316	7.1294e-07	-1.03828	0.18709
cis-independent	CD4	1	ENSG00000116288	rs34878017	-9912	0.203947	8.86677e-07	0.565379	0.102956
cis-independent	CD4	1	ENSG00000215790	rs112177324	-109986	0.427632	8.86782e-07	0.703939	0.128189
cis-independent	CD4	1	ENSG00000235750	rs760486	-24537	0.394737	9.70244e-07	0.600003	0.109742
cis-independent	CD4	1	ENSG00000142937	rs11211024	-56618	0.125	9.7607e-07	-0.565786	0.103514
cis-independent	CD4	1	ENSG00000143811	rs77157663	-96	0.0592105	1.08164e-06	1.21268	0.222989
cis-independent	CD4	1	ENSG00000085832	rs76162068	130297	0.105263	1.20431e-06	0.671933	0.124213
cis-independent	CD4	1	ENSG00000169442	rs6700455	-98586	0.282895	1.21843e-06	0.543392	0.100509
cis-independent	CD4	1	ENSG00000134369	rs11584710	191829	0.309211	1.44332e-06	-0.863645	0.161101
cis-independent	CD4	1	ENSG00000116133	rs116392573	-179395	0.0657895	1.4671e-06	1.04719	0.195498
cis-independent	CD4	1	ENSG00000065600	rs3767873	27371	0.342105	1.56291e-06	0.534742	0.100149
cis-independent	CD4	1	ENSG00000162613	rs34517439	38937	0.0855263	1.59661e-06	-0.918185	0.172146
cis-independent	CD4	1	ENSG00000134256	rs12735582	17359	0.0789474	1.7949e-06	1.4503	0.273528
cis-independent	CD4	1	ENSG00000198734	rs34859178	-19870	0.322368	1.94388e-06	-0.661286	0.125227
cis-independent	CD4	1	ENSG00000142784	rs11809021	-573178	0.269737	2.12087e-06	0.629198	0.119685
cis-independent	CD4	1	ENSG00000143622	rs4330912	88287	0.638158	2.72367e-06	0.557755	0.107481
cis-independent	CD4	1	ENSG00000117394	rs841853	-23102	0.717105	2.83968e-06	0.756423	0.146083
cis-independent	CD4	1	ENSG00000117533	rs10913622	18469	0.217105	3.74129e-06	0.699013	0.136982
cis-independent	CD4	1	ENSG00000131778	rs10900385	-212480	0.368421	6.99239e-06	0.391027	0.0792951
cis-independent	CD4	1	ENSG00000154222	rs2762825	-35378	0.539474	8.14027e-06	-0.41334	0.0845406
cis-independent	CD4	1	ENSG00000023902	rs7532876	-122083	0.157895	8.90046e-06	0.732045	0.150487
cis-independent	CD4	2	ENSG00000035115	rs17713729	30225	0.407895	2.19949e-22	-1.04802	0.0678918
cis-independent	CD4	2	ENSG00000172954	rs1662955	880	0.263158	5.61538e-19	1.095	0.0841918
cis-independent	CD4	2	ENSG00000237651	rs1729660	-6392	0.407895	7.36358e-16	1.05609	0.0963404
cis-independent	CD4	2	ENSG00000157992	rs4665378	-117196	0.296053	9.08802e-16	1.38687	0.127186
cis-independent	CD4	2	ENSG00000135968	rs35817047	31650	0.559211	5.8433e-15	0.793036	0.0762695
cis-independent	CD4	2	ENSG00000125618	rs7578633	-57839	0.342105	3.39664e-14	-1.13112	0.113957
cis-independent	CD4	2	ENSG00000240344	rs2881928	228743	0.223684	3.74723e-14	-1.25565	0.126839
cis-independent	CD4	2	ENSG00000187231	rs10181291	-31156	0.256579	1.85069e-13	1.18388	0.124925
cis-independent	CD4	2	ENSG00000184898	rs7587037	-2913	0.447368	3.26045e-13	-0.934912	0.100228
cis-independent	CD4	2	ENSG00000183891	rs35957485	-11041	0.105263	2.05979e-12	1.29756	0.146673
cis-independent	CD4	2	ENSG00000151353	rs2293083	-1230	0.75	7.59483e-12	-0.9571	0.112487
cis-independent	CD4	2	ENSG00000115816	rs10182759	-4522	0.440789	1.6576e-11	-0.71571	0.0861557
cis-independent	CD4	2	ENSG00000135617	rs2303904	-12593	0.381579	4.5138e-11	0.701796	0.0871857
cis-independent	CD4	2	ENSG00000132305	rs72131986	-12243	0.5	1.53597e-09	-0.733269	0.102624
cis-independent	CD4	2	ENSG00000170634	rs61027396	139417	0.493421	5.64203e-09	-0.91002	0.133606
cis-independent	CD4	2	ENSG00000115350	rs12366	85	0.342105	6.69106e-09	0.726999	0.107427
cis-independent	CD4	2	ENSG00000042493	rs62162749	15966	0.335526	7.49808e-09	0.777629	0.115408
cis-independent	CD4	2	ENSG00000168899	rs2121397	-12697	0.105263	1.03563e-08	-1.04048	0.156347
cis-independent	CD4	2	ENSG00000136717	rs56049505	-64263	0.197368	1.62073e-08	0.824495	0.126081
cis-independent	CD4	2	ENSG00000198380	rs111569221	-82070	0.407895	1.9188e-08	0.707331	0.10889
cis-independent	CD4	2	ENSG00000135951	rs11674894	47566	0.664474	2.11497e-08	0.745171	0.115162
cis-independent	CD4	2	ENSG00000196151	rs10490002	-33957	0.276316	3.48518e-08	-0.839013	0.132308
cis-independent	CD4	2	ENSG00000064933	rs62185874	-80163	0.197368	4.13656e-08	0.94682	0.150362
cis-independent	CD4	2	ENSG00000115944	rs6736087	-48838	0.434211	7.49536e-08	-0.795826	0.129563
cis-independent	CD4	2	ENSG00000226124	rs5837706	-90927	0.625	8.25602e-08	-0.774499	0.12661
cis-independent	CD4	2	ENSG00000123600	rs2111459	-116238	0.710526	1.23216e-07	0.754286	0.12545
cis-independent	CD4	2	ENSG00000168385	rs75590598	-68862	0.111842	1.56888e-07	1.34512	0.226093
cis-independent	CD4	2	ENSG00000162924	rs13017599	55704	0.348684	1.66563e-07	0.608879	0.102613
cis-independent	CD4	2	ENSG00000115687	rs2240538	-53742	0.144737	2.30676e-07	-1.13138	0.193459
cis-independent	CD4	2	ENSG00000176946	rs79942484	56081	0.164474	2.47129e-07	0.726247	0.124569
cis-independent	CD4	2	ENSG00000170802	rs79247094	13178	0.144737	2.86212e-07	0.889067	0.153515
cis-independent	CD4	2	ENSG00000168958	rs7577008	39749	0.282895	3.09484e-07	-0.677414	0.117387
cis-independent	CD4	2	ENSG00000135919	rs10194024	-13164	0.486842	5.07437e-07	-0.805674	0.142851
cis-independent	CD4	2	ENSG00000153214	rs11679125	-20718	0.263158	5.13876e-07	0.610048	0.108229
cis-independent	CD4	2	ENSG00000115085	rs62157580	-4710	0.493421	6.07923e-07	-0.498344	0.0891171
cis-independent	CD4	2	ENSG00000134324	rs13392363	107613	0.328947	6.74156e-07	0.567109	0.101915
cis-independent	CD4	2	ENSG00000072163	rs75468069	-56900	0.0657895	8.47511e-07	-1.35504	0.246213
cis-independent	CD4	2	ENSG00000162994	rs17046778	-57	0.190789	1.02789e-06	0.9832	0.18034
cis-independent	CD4	2	ENSG00000144354	rs4972603	502337	0.328947	1.07929e-06	-0.3743	0.0688193
cis-independent	CD4	2	ENSG00000018699	rs13024391	115723	0.0855263	1.51023e-06	-0.935533	0.174908
cis-independent	CD4	2	ENSG00000196912	rs13027550	-17695	0.717105	1.87829e-06	-0.571587	0.108052
cis-independent	CD4	2	ENSG00000130414	rs10166776	16234	0.322368	1.8976e-06	-0.649925	0.122925
cis-independent	CD4	2	ENSG00000162976	rs4669696	7288	0.888158	1.98653e-06	0.754349	0.14301
cis-independent	CD4	2	ENSG00000136715	rs13424910	418381	0.118421	2.22187e-06	-1.05933	0.201988
cis-independent	CD4	2	ENSG00000184182	rs35626586	299332	0.157895	2.2451e-06	0.792038	0.151102
cis-independent	CD4	2	ENSG00000123609	rs66521733	-2605	0.467105	2.27074e-06	0.423947	0.0809267
cis-independent	CD4	2	ENSG00000125637	rs4849166	24860	0.381579	2.40397e-06	0.536166	0.102651
cis-independent	CD4	2	ENSG00000115421	rs11125811	-995630	0.203947	2.47807e-06	0.433494	0.0831246
cis-independent	CD4	2	ENSG00000115159	rs17266034	118397	0.0526316	3.45163e-06	-1.42827	0.278691
cis-independent	CD4	2	ENSG00000189362	rs4853719	58005	0.815789	4.29125e-06	-0.93753	0.185083
cis-independent	CD4	2	ENSG00000153250	rs57860603	-181144	0.184211	5.66328e-06	-0.761613	0.152647
cis-independent	CD4	3	ENSG00000129055	rs4309773	72435	0.743421	1.17282e-14	0.971615	0.0951612
cis-independent	CD4	3	ENSG00000180376	rs9875257	90658	0.453947	1.38655e-14	0.811888	0.0798688
cis-independent	CD4	3	ENSG00000168038	rs553267232	494245	0.138158	2.23884e-11	1.08854	0.132268
cis-independent	CD4	3	ENSG00000121578	rs10934487	-8982	0.427632	1.16917e-10	-0.779004	0.0994567
cis-independent	CD4	3	ENSG00000254999	rs7645667	-23	0.138158	2.23483e-10	-0.789908	0.103404
cis-independent	CD4	3	ENSG00000144895	chr3:150614224:G:T	67545	0.276316	4.14132e-10	0.816195	0.109102
cis-independent	CD4	3	ENSG00000070087	rs142513866	52673	0.440789	1.41846e-09	0.824052	0.115001
cis-independent	CD4	3	ENSG00000144559	rs2470567	35591	0.460526	4.7363e-09	-0.857264	0.125035
cis-independent	CD4	3	ENSG00000093217	rs7373930	66679	0.723684	6.07151e-09	-0.891994	0.131323
cis-independent	CD4	3	ENSG00000197980	rs9878709	38507	0.236842	3.02671e-08	-0.856409	0.134277
cis-independent	CD4	3	ENSG00000121578	rs60402423	-174782	0.296053	8.04706e-08	0.623222	0.101527
cis-independent	CD4	3	ENSG00000173890	rs9824474	-10257	0.375	1.32969e-07	0.759631	0.126759
cis-independent	CD4	3	ENSG00000196653	rs56084453	8694	0.243421	2.91132e-07	0.86965	0.150279
cis-independent	CD4	3	ENSG00000041802	rs3821402	-23342	0.118421	2.94327e-07	0.789373	0.136475
cis-independent	CD4	3	ENSG00000160124	rs3828362	29698	0.381579	3.59254e-07	0.785822	0.137108
cis-independent	CD4	3	ENSG00000083937	rs146555123	-37216	0.269737	4.63005e-07	0.677084	0.119536
cis-independent	CD4	3	ENSG00000173226	rs72421117	-56	0.578947	9.29423e-07	0.647328	0.11815
cis-independent	CD4	3	ENSG00000173200	rs2332240	358	0.460526	1.08059e-06	0.561546	0.103253
cis-independent	CD4	3	ENSG00000047849	rs60992717	-361860	0.664474	1.10971e-06	0.348669	0.0641947
cis-independent	CD4	3	ENSG00000069849	rs73232681	201285	0.25	1.26605e-06	0.361042	0.0669079
cis-independent	CD4	3	ENSG00000155893	rs4461396	56252	0.243421	1.29779e-06	0.901038	0.167186
cis-independent	CD4	3	ENSG00000154814	rs842246	-13243	0.467105	1.405e-06	-0.625146	0.116455
cis-independent	CD4	3	ENSG00000131370	rs7632202	-29740	0.276316	1.45467e-06	0.562515	0.10497
cis-independent	CD4	3	ENSG00000160145	rs59409188	595251	0.361842	1.63553e-06	-0.728146	0.136683
cis-independent	CD4	3	ENSG00000138468	rs34513360	-77982	0.631579	1.96373e-06	-0.551003	0.104397
cis-independent	CD4	3	ENSG00000114054	rs527888	62175	0.421053	2.57467e-06	0.505446	0.0971148
cis-independent	CD4	4	ENSG00000085871	rs795599	1489	0.506579	2.73681e-15	-0.945896	0.089208
cis-independent	CD4	4	ENSG00000132406	rs2980103	-4200	0.342105	5.48613e-13	-1.12692	0.122604
cis-independent	CD4	4	ENSG00000196526	rs62290601	65202	0.381579	9.91725e-13	1.02021	0.112894
cis-independent	CD4	4	ENSG00000168824	rs2369109	145	0.388158	1.14946e-11	1.04289	0.124131
cis-independent	CD4	4	ENSG00000164323	rs3108296	-1424	0.671053	2.82038e-10	-0.775169	0.102273
cis-independent	CD4	4	ENSG00000109323	rs223492	-7018	0.322368	3.52186e-10	-0.884467	0.117576
cis-independent	CD4	4	ENSG00000164039	rs6813563	78118	0.407895	4.26423e-10	0.918781	0.122938
cis-independent	CD4	4	ENSG00000109814	rs13129975	-2419	0.473684	1.06632e-08	0.624646	0.0939687
cis-independent	CD4	4	ENSG00000250312	rs60125041	13263	0.171053	1.64874e-08	1.16329	0.17801
cis-independent	CD4	4	ENSG00000145390	rs11729857	-19643	0.0986842	3.44935e-08	1.17174	0.184699
cis-independent	CD4	4	ENSG00000197386	rs35425809	10289	0.480263	5.33994e-08	0.82163	0.131869
cis-independent	CD4	4	ENSG00000138744	rs112197434	-8049	0.203947	9.50307e-08	-0.710563	0.116584
cis-independent	CD4	4	ENSG00000038002	rs3792607	-1971	0.546053	1.66543e-07	-0.748034	0.126064
cis-independent	CD4	4	ENSG00000128059	rs73240541	-98047	0.223684	1.79235e-07	-0.592244	0.100135
cis-independent	CD4	4	ENSG00000145476	rs6552962	11062	0.782895	3.86492e-07	-0.919917	0.161047
cis-independent	CD4	4	ENSG00000163297	rs11946205	-169857	0.434211	4.6898e-07	0.597942	0.105627
cis-independent	CD4	4	ENSG00000186222	rs61733402	-107013	0.0855263	5.3799e-07	-1.08274	0.192505
cis-independent	CD4	4	ENSG00000109775	rs6845326	-33562	0.690789	6.79753e-07	0.649336	0.116739
cis-independent	CD4	4	ENSG00000164144	rs12505188	-38851	0.361842	7.75024e-07	0.513424	0.0928878
cis-independent	CD4	4	ENSG00000138744	rs2292533	-308	0.421053	9.35141e-07	0.446475	0.0813537
cis-independent	CD4	4	ENSG00000121895	rs6855379	2996	0.618421	1.04485e-06	0.698267	0.12818
cis-independent	CD4	4	ENSG00000173085	rs6826758	16834	0.684211	1.05721e-06	0.529037	0.0971706
cis-independent	CD4	4	ENSG00000145425	rs11358082	78552	0.0526316	1.22397e-06	-1.04518	0.193366
cis-independent	CD4	4	ENSG00000138801	rs2726202	108121	0.230263	2.79751e-06	0.727873	0.140459
cis-independent	CD4	4	ENSG00000272602	rs71164491	24000	0.289474	4.08121e-06	0.817731	0.160996
cis-independent	CD4	4	ENSG00000129128	rs2278903	8415	0.171053	4.43508e-06	-0.595548	0.11778
cis-independent	CD4	4	ENSG00000180346	rs12646144	323042	0.467105	4.47887e-06	0.634633	0.125577
cis-independent	CD4	4	ENSG00000153130	rs6836986	173573	0.888158	5.09482e-06	-0.642696	0.128067
cis-independent	CD4	4	ENSG00000145214	rs4690220	13106	0.473684	5.11953e-06	0.866187	0.172647
cis-independent	CD4	5	ENSG00000164308	rs2927608	40227	0.434211	4.19578e-26	1.26581	0.0688468
